Filesnames,zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,Labels
Dataset_final/Dataset/Training\Autre26256-3-6-6.wav,25473,3302.1538289124187,5294.616346414378,-142.18614,59.608967,-6.2705493,78.142715,-62.879612,-17.168251,-13.06195,6.8301344,-7.1982956,1.509069,-0.48345983,-1.6756396,-8.224612,3.772171,-8.688353,4.924356,-13.083875,3.8229642,-12.794278,3.4916868,-1
Dataset_final/Dataset/Training\Autre26256-3-7-36.wav,28533,3720.3196572589936,5714.638276734104,-209.55414,24.987328,-24.93281,78.32843,-21.997011,18.979034,-2.7882063,11.625967,-13.070256,4.6904917,-2.4512808,-0.6570661,-5.986143,7.1442823,-9.888546,1.8255612,-10.638846,4.6901197,-9.192455,4.23502,-1
Dataset_final/Dataset/Training\Autre27070-2-0-0.wav,17484,2481.1835733590765,4192.626670881503,-271.30383,97.50664,-79.17233,51.54505,-28.704473,27.207207,6.6768227,18.191118,2.2516003,15.289621,-9.200563,9.883648,3.2002418,1.412288,-6.4673414,-4.6041574,-9.353666,8.131871,-6.762948,5.184146,-1
Dataset_final/Dataset/Training\Autre27070-2-0-2.wav,16060,2389.6656162357435,4032.621280030708,-253.79143,96.37157,-81.98728,48.91824,-21.357096,22.753263,10.396559,20.55908,1.2309396,16.237856,-5.2031326,12.207773,1.9470874,-2.0177732,-6.5684533,1.9045904,-7.2927837,6.6817536,-4.778965,10.279201,-1
Dataset_final/Dataset/Training\Autre27070-2-0-3.wav,17024,2403.085923943243,3936.406447570448,-236.90517,95.71974,-93.421585,44.86137,-25.06539,18.635489,8.688849,18.736658,3.503524,22.446802,3.248279,18.39251,4.009377,-4.4149785,-8.506134,4.423263,-3.0171568,6.9941983,-8.681441,8.53733,-1
Dataset_final/Dataset/Training\Autre27070-2-0-4.wav,16540,2345.767748058317,3893.651214776012,-226.65645,101.233086,-98.716606,42.283825,-30.101456,15.512111,8.9040575,17.9637,6.016091,22.937223,3.4374442,18.694881,8.35802,-0.52496225,-5.277037,2.3464556,-5.1841865,4.4077373,-10.787407,7.0475903,-1
Dataset_final/Dataset/Training\Autre27070-2-0-5.wav,15353,2265.33962921422,3808.1407491871387,-206.5649,101.35969,-110.34465,33.223557,-33.32427,13.0521145,12.452572,20.733387,10.86917,21.360651,-0.9846126,17.961042,14.776126,5.7092023,3.4258068,-1.2659527,-8.869728,3.3926163,-4.9037967,9.639143,-1
Dataset_final/Dataset/Training\Autre27070-2-0-7.wav,13283,2159.6786072913974,3778.330332144147,-222.0301,103.27567,-95.83152,37.495647,-33.452534,5.605051,13.906897,31.651863,19.26813,24.336525,0.08535555,15.315874,11.748344,4.8596416,7.73152,7.463267,-1.4716029,8.55649,0.16489777,14.842344,-1
Dataset_final/Dataset/Training\Autre27070-2-0-8.wav,12581,2119.856943803562,3792.3953723356212,-239.1096,106.88923,-83.85743,40.330395,-28.357208,6.4646335,11.909512,28.368118,18.44514,24.30978,0.0018959707,12.335223,10.478026,5.9975758,4.262068,7.8229613,1.1152247,6.63222,-5.6091175,9.342806,-1
Dataset_final/Dataset/Training\Autre27216-3-0-18.wav,5004,1084.7447029370865,1481.8702300848988,-505.3313,123.561485,0.95129555,-30.202797,-36.13099,-12.330573,-21.379972,-20.59358,-14.838903,-15.339138,-11.301211,-10.576304,-8.229737,-11.592443,-8.897172,-0.15675081,0.97745794,5.414455,2.2091107,-1.4149302,-1
Dataset_final/Dataset/Training\Autre27216-3-0-21.wav,4981,1231.2295326712422,2034.1408790191474,-542.3863,109.4748,14.299187,-15.72551,-21.376053,-3.198826,-8.242184,-11.173353,-8.7132635,-9.777973,-10.158364,-11.68302,-10.167856,-10.878647,-6.57864,-1.2515466,-0.4255569,2.027875,-0.47500354,-0.32907534,-1
Dataset_final/Dataset/Training\Autre27216-3-0-24.wav,4779,985.2430190809322,1259.443444048049,-549.3795,111.51682,15.622612,-26.628557,-27.875359,-15.279991,-19.000063,-18.75579,-12.046543,-10.885411,-12.3851385,-9.853338,-3.2704387,0.36373597,0.21617243,-1.073008,-1.5188149,1.6739419,1.6359265,0.053218953,-1
Dataset_final/Dataset/Training\Autre27216-3-0-9.wav,5497,1228.723704368154,1925.1679348807804,-496.48825,109.25407,5.948323,-23.64676,-34.810238,-12.707426,-15.691285,-10.970903,-9.551692,-13.000988,-7.431913,-7.2110615,-4.6904316,-10.70769,-11.576313,-4.1309023,-2.034136,1.1390573,-1.7315041,-1.5625861,-1
Dataset_final/Dataset/Training\Autre27217-3-0-13.wav,5511,1203.2266128562912,1873.824314712789,-501.29462,121.97223,-8.214083,-28.858934,-19.492537,-7.6407013,-19.474552,-15.880318,-10.274175,-13.116815,-7.959786,-1.9602051,0.20728575,-5.9036365,-9.545457,-6.457115,-4.2694917,-0.26810032,-4.3065124,-5.271965,-1
Dataset_final/Dataset/Training\Autre27217-3-0-22.wav,6467,1182.7859002858513,1744.438391889451,-498.05908,128.79745,-19.926085,-42.228043,-13.434152,-8.077431,-24.262108,-16.760029,-10.554163,-13.0085125,-5.7992578,4.037923,4.512628,-4.4759417,-8.791747,-10.03755,-9.533262,-3.366562,-3.7382834,-7.6337185,-1
Dataset_final/Dataset/Training\Autre27217-3-0-6.wav,5539,1042.4406909856975,1391.8788667359104,-465.52042,140.71758,-2.8301003,-34.576397,-37.988182,-14.144976,-19.89279,-17.571405,-10.893074,-11.610966,-9.499848,-9.007369,-5.5973415,-11.727848,-11.764565,-4.2030616,-2.3623428,2.9458551,1.8657999,0.3671138,-1
Dataset_final/Dataset/Training\Autre27349-3-0-2.wav,6652,1507.766567013663,2570.4794470285406,-343.6904,146.90341,-9.825776,-14.263861,-18.963839,-0.2383309,-9.117987,-2.303435,-8.599836,1.7848136,-7.997872,1.4243076,-6.9923024,3.4254122,-3.9576607,0.66896814,-3.6076005,0.30059624,-9.95301,-1.9883944,-1
Dataset_final/Dataset/Training\Autre27349-3-0-6.wav,8247,1658.2942640777608,2950.1110628161127,-336.5243,140.69029,-21.713669,-12.280033,-18.750126,-2.2537446,-8.848321,1.564891,-11.070631,1.1987511,-8.674073,-0.7656099,-9.895878,4.578726,-4.9002876,4.803211,-2.1299663,1.769602,-12.096114,-3.07014,-1
Dataset_final/Dataset/Training\Autre27349-3-1-2.wav,24921,3354.806651752027,5323.057600252891,-255.18877,52.971256,-26.921535,40.617737,-41.294617,-8.184034,1.0126117,3.4006596,-14.992247,3.9812872,-16.097095,12.574396,-16.093662,6.637963,-5.402542,3.5929196,-6.357723,-0.96478176,-11.632276,4.525033,-1
Dataset_final/Dataset/Training\Autre27349-3-2-1.wav,11813,2206.240093021855,4262.951871838873,-289.09674,106.56086,-25.590878,20.898651,-37.308315,-3.7421007,-1.5622551,-2.3235252,-12.047051,-0.15494022,-10.129073,2.072092,-10.45934,3.0394979,-4.0577836,0.9518015,-5.030701,2.4977548,-8.3196945,-1.7169712,-1
Dataset_final/Dataset/Training\Autre28284-3-0-0.wav,16539,2880.1721188332194,5290.695560874277,-239.15517,62.508427,-61.66823,-4.332656,-12.517205,0.62920576,-3.4734967,17.627064,-2.330263,11.109937,-4.88805,5.100413,-10.258548,6.1884513,-0.29121703,12.942894,-4.653063,5.3952904,-9.824519,4.3392844,-1
Dataset_final/Dataset/Training\Autre28284-3-0-1.wav,17842,3011.2747212108548,5727.085214956647,-251.30536,61.36106,-50.852116,-0.5403349,-14.634168,-2.0468347,-6.153519,13.747193,-1.0988474,11.227697,-3.9487178,6.181252,-8.156636,5.50245,-2.6540525,9.770846,-5.329956,5.7442217,-7.3778462,5.5645595,-1
Dataset_final/Dataset/Training\Autre28808-1-0-0.wav,11596,2048.219876082557,3541.8385059158236,-119.60886,103.825554,-50.817963,21.812208,-9.938271,13.390207,8.339273,7.299528,-17.210766,8.476783,-7.986822,5.110859,-2.6457334,11.54214,4.8095956,22.24328,3.0715382,11.01421,2.3770404,3.9336991,-1
Dataset_final/Dataset/Training\Autre28808-1-0-1.wav,11159,2078.0890150578957,3750.635894598988,-120.052734,103.52716,-47.03244,21.993881,-9.848615,17.389048,10.560467,6.9727607,-14.295902,8.044459,-5.929737,7.7501225,-1.5636466,11.552484,0.41497573,18.286514,2.8722613,9.93681,1.2001314,3.1936874,-1
Dataset_final/Dataset/Training\Autre28808-1-0-10.wav,11313,2171.3319306243825,3825.3797586253613,-143.59271,86.96245,-46.597298,20.959854,-5.375479,15.797961,9.212667,6.497951,-15.730909,6.739727,-7.550886,2.4134083,-2.7449994,12.997739,6.395107,20.483742,2.7782068,12.08287,-0.28558367,2.4017384,-1
Dataset_final/Dataset/Training\Autre28808-1-0-11.wav,10976,2038.713296943682,3565.549923229769,-140.7307,97.97584,-46.291157,26.497316,-0.4309501,14.016999,3.6064417,6.913076,-15.6444845,7.113267,-8.722977,0.38049388,-1.1321199,15.702131,7.6450815,22.53064,3.3953204,8.810102,-1.2308602,3.703427,-1
Dataset_final/Dataset/Training\Autre28808-1-0-2.wav,9831,1918.934896974245,3688.836846324061,-117.122086,116.54535,-43.02289,22.62985,-9.773884,22.906715,11.585909,6.3192825,-10.993658,8.933061,-4.5327153,8.743267,-2.2934983,10.100442,-0.89705855,16.396511,1.7419758,8.806297,-0.8244075,5.2799964,-1
Dataset_final/Dataset/Training\Autre28808-1-0-3.wav,9023,1806.9585201607088,3510.721160359465,-126.67912,121.3377,-41.848843,25.834131,-7.5617466,23.464075,11.067474,7.7808437,-9.104105,13.574348,-5.4089603,8.665261,-1.1679963,8.885891,-0.06504293,15.464756,-2.289673,7.472965,-2.314537,5.2466707,-1
Dataset_final/Dataset/Training\Autre28808-1-0-4.wav,8891,1729.8515043883651,3322.8968625812863,-147.31201,122.44425,-35.946827,26.198711,-4.020356,21.905327,14.138198,8.803385,-8.754482,15.42619,-4.336946,9.519098,1.9819376,6.562269,-0.6010833,11.881427,-4.267912,6.4901605,-1.8749887,1.3899919,-1
Dataset_final/Dataset/Training\Autre28808-1-0-5.wav,8864,1688.7381757386697,3134.885860729769,-169.9104,118.646996,-32.16397,23.870958,-0.38067308,22.5569,15.835773,9.670375,-8.739813,12.995665,-3.181025,9.401363,2.4062226,4.338386,-0.49898013,12.113446,2.9788,11.747226,1.2020661,-2.249253,-1
Dataset_final/Dataset/Training\Autre28808-1-0-6.wav,9679,1912.2021543326377,3492.73533462789,-163.30737,96.25049,-41.16054,16.813309,-6.246263,24.783073,10.508907,4.930289,-12.316926,8.793266,-5.781153,1.5501385,-3.0856767,9.439607,5.27467,20.71604,9.216694,14.599475,3.5315385,0.76929736,-1
Dataset_final/Dataset/Training\Autre28808-1-0-7.wav,10468,1966.6605803952755,3443.0098164288293,-148.53523,90.137665,-50.310616,8.455899,-13.76992,20.830996,8.452942,-0.50920254,-18.374916,3.5748305,-8.924143,-5.022333,-6.244423,12.045469,11.62522,27.788013,13.724989,14.173086,4.2209315,2.4764693,-1
Dataset_final/Dataset/Training\Autre28808-1-0-8.wav,10137,1866.7298813411392,3160.33984939487,-151.6476,100.394325,-47.296688,9.836094,-8.716204,20.249384,10.844053,3.7489886,-14.490052,2.3864539,-5.559138,-0.3358873,-6.1032686,9.705702,7.5018635,24.19887,11.699027,15.264902,4.546424,0.5281751,-1
Dataset_final/Dataset/Training\Autre28808-1-0-9.wav,10767,2039.0175899723592,3569.3462393876443,-148.98564,93.938194,-47.246655,16.475431,-7.8786874,20.703194,14.436959,6.600466,-12.532139,5.6631722,-5.4585233,4.2563314,-4.7693357,11.180834,4.202584,19.521585,3.4721048,14.843488,3.202991,1.5365684,-1
Dataset_final/Dataset/Training\Autre28808-1-1-0.wav,6111,1415.2927325602523,2792.90623306539,-149.59657,144.60046,-33.45937,21.331833,-3.4863951,16.633564,12.152756,9.9377,-4.2247076,14.952229,-3.2627637,4.227062,-0.17153111,7.122881,3.6681087,12.820694,2.2334976,7.5671883,1.0085924,5.107297,-1
Dataset_final/Dataset/Training\Autre28808-1-1-1.wav,6007,1428.42897974898,2802.4903754967486,-148.69165,141.32458,-31.922722,20.013935,-1.011056,21.081001,10.438245,8.651193,-5.554498,14.622318,-4.87572,6.618874,-2.0931692,8.772776,3.6716657,12.95151,1.1378982,7.4759083,0.38902396,3.8362331,-1
Dataset_final/Dataset/Training\Autre29937-3-0-14.wav,6181,1597.7925063925022,3127.8533406340316,-333.15842,133.95119,-8.836828,11.194319,14.360258,9.023253,-7.3813252,12.522191,-7.5009017,1.6034856,-11.427464,0.17760198,-9.782136,3.491285,-0.33999377,18.108492,3.954508,8.701734,-7.5931063,0.15727031,-1
Dataset_final/Dataset/Training\Autre29937-3-0-4.wav,5961,1695.1153033471733,3382.76663543172,-352.03973,129.17621,-3.302986,14.1173315,14.191536,10.194625,-7.9541306,9.623411,-5.1313543,6.228268,-7.2610087,6.553795,-8.311918,6.463417,-3.3948138,12.241044,-3.4909706,4.035514,-9.445331,1.997102,-1
Dataset_final/Dataset/Training\Autre29937-3-0-6.wav,6369,1701.7830140728408,3241.3071825325146,-326.79327,127.579185,-8.712401,19.641432,20.961391,5.595183,-10.937197,7.4345884,-10.4305315,3.9767523,-8.933008,3.2861407,-10.091866,4.6843605,-1.7604084,12.982602,-2.811497,1.9956094,-9.829873,-0.04691522,-1
Dataset_final/Dataset/Training\Autre29937-3-0-8.wav,8516,2027.3632056421666,3891.2862965137283,-208.56697,116.058846,-19.888672,18.942299,13.879397,-9.23018,-12.531874,1.3935086,-13.247976,3.1602895,-9.600866,-0.4316064,-8.586053,4.3155446,-3.3818889,10.963789,-5.964907,3.7207737,-8.436923,2.059609,-1
Dataset_final/Dataset/Training\Autre30226-3-1-0.wav,5829,1396.829106273352,2516.7086739071533,-316.9858,142.04047,-22.913599,-7.570673,-16.27739,10.518631,-19.039865,7.7967763,-6.7500987,3.1029708,11.7328205,2.5921788,-5.097656,2.4010916,1.4438674,7.4879017,3.327767,7.305507,3.1319883,4.2534823,-1
Dataset_final/Dataset/Training\Autre30226-3-1-1.wav,5843,1362.508871762346,2309.404917810694,-305.46652,142.5699,-27.15048,-8.058293,-9.207613,9.069544,-16.342592,5.4580503,-6.831028,3.0031054,7.131686,1.6030506,-8.618758,0.94330806,4.497543,10.160291,4.4013276,7.574151,3.5272877,3.3590987,-1
Dataset_final/Dataset/Training\Autre30226-3-1-3.wav,4669,1230.8697001423477,2228.9976968930637,-411.87497,146.64091,-36.006516,1.5459607,1.915594,8.036833,-3.6943152,11.290927,8.059046,16.45415,13.477503,12.863391,-0.82862014,3.753588,4.081481,8.482493,2.48799,4.474994,2.2392476,2.962008,-1
Dataset_final/Dataset/Training\Autre30226-3-1-5.wav,3763,1152.7296269553146,2275.300307080925,-454.8715,144.87115,-29.552017,15.253159,5.0687284,13.464674,0.8403689,15.329182,11.453368,16.358898,11.844086,11.274171,1.8215815,1.5555441,2.32354,8.196793,3.257716,4.68139,2.932721,1.4673526,-1
Dataset_final/Dataset/Training\Autre30344-3-0-0.wav,7124,1399.718278555075,2214.7459526282514,-343.30966,112.82961,-9.656434,-25.36114,-33.95736,-31.333971,-14.06693,-9.256458,-26.079983,1.9083774,0.45869517,-4.9407244,-1.7314831,9.764712,9.750338,3.7614038,-4.508384,0.25977328,-2.5538433,-2.9135191,-1
Dataset_final/Dataset/Training\Autre30344-3-0-1.wav,7784,1447.782508706546,2268.890133896315,-347.33246,109.526215,-14.843993,-22.599731,-29.025385,-30.11848,-14.730771,-11.249467,-23.472097,3.6451504,0.8000409,-5.4709806,-0.67370784,10.696553,12.7275715,5.9453335,-5.198138,-0.8193466,-3.1777859,-4.763046,-1
Dataset_final/Dataset/Training\Autre30344-3-0-3.wav,6971,1393.8615433377452,2183.006260160766,-369.37088,102.3001,-3.204947,-18.674946,-24.866346,-25.465242,-16.171059,-9.859691,-18.315178,1.0319273,-0.03475906,-5.8461895,-4.017218,8.890533,10.877945,6.493025,-3.9235904,-2.1367385,-3.8030696,-2.9433057,-1
Dataset_final/Dataset/Training\Autre30344-3-0-4.wav,7743,1568.235774345087,2605.8909862716764,-396.88217,104.01979,-4.769193,-16.33696,-22.227682,-22.415003,-11.328898,-6.7493043,-15.177119,1.9522756,0.011936783,-4.446762,-4.781087,7.242663,8.82373,5.8351374,-4.9672546,-1.2779509,-2.3171017,-1.572466,-1
Dataset_final/Dataset/Training\Autre30823-8-0-0.wav,3818,800.5601543560946,1421.7515184700144,-358.6622,183.98776,-4.3363194,33.732834,-0.33074898,9.797359,-1.2269379,6.107774,2.0064416,6.06225,11.215648,13.319763,-0.057969783,1.163846,1.3115596,-6.496726,-2.4678552,-1.5698003,-6.677587,-1.40255,-1
Dataset_final/Dataset/Training\Autre30832-3-5-1.wav,8207,1823.4237663031897,3674.771806132587,-369.4286,130.31029,-31.793234,-17.943518,-4.207154,3.8026786,4.8174076,21.489023,3.2020586,8.549016,1.8844428,8.991947,-2.9869695,0.28856918,-8.55404,2.2339854,-1.3653135,6.0908437,-1.7642211,5.6554384,-1
Dataset_final/Dataset/Training\Autre31150-2-0-1.wav,14395,2042.3071409519769,3376.045288791546,-86.435455,142.67209,-120.22146,50.703476,-41.51558,18.608265,-28.904755,7.049804,-14.597777,0.33014286,-3.4450514,6.4501595,2.0847666,-7.814975,2.5110137,-3.1120613,8.847475,-7.953698,2.5474596,-4.2552824,-1
Dataset_final/Dataset/Training\Autre31150-2-0-14.wav,14801,2061.91568579899,3433.1145005419075,-111.85244,148.86638,-124.581154,55.39992,-42.008484,11.751166,-19.187078,-3.3466136,-5.1997666,-9.569191,4.094301,-4.097954,6.4032764,-6.0434794,0.7300143,2.5353017,-0.238833,-6.537812,-3.5479414,-1.5839362,-1
Dataset_final/Dataset/Training\Autre31150-2-0-17.wav,14053,2010.4807187361055,3321.3409953034684,-107.1946,146.61517,-121.66004,48.470562,-38.274246,12.688829,-20.526545,-1.4773836,-5.9875093,-7.72532,6.852557,-3.809199,3.5720212,-7.1032586,0.13339607,2.3970551,-0.2855071,-4.5343075,1.0092059,0.3621196,-1
Dataset_final/Dataset/Training\Autre31150-2-0-2.wav,14635,2075.3304373076803,3452.4072547868495,-95.6471,146.35054,-125.883965,52.424572,-44.73792,15.356663,-24.245895,0.45743558,-7.0024137,-5.0393467,2.8427908,-0.22588794,1.984149,-7.249132,-1.0535493,0.59579283,3.2439399,-5.423978,1.3694049,-1.4278082,-1
Dataset_final/Dataset/Training\Autre31150-2-0-24.wav,14549,2094.207661269977,3326.3197705924854,-64.23089,132.89902,-139.60454,36.290936,-46.108143,20.176907,-21.115435,13.689419,-6.9910016,-4.7941675,1.5999058,-1.3122752,9.865369,-11.179556,1.0695826,-2.8552802,0.60990703,-5.444041,-2.2268388,0.025095504,-1
Dataset_final/Dataset/Training\Autre31150-2-0-34.wav,14492,2139.9347326702214,3537.9177203757226,-110.47124,118.877304,-113.77396,37.31102,-35.50729,11.090711,-21.56197,-1.5955082,-3.8759942,-5.67601,0.6466574,2.6765058,2.570784,-3.8653991,3.4621289,1.9359939,2.931421,-6.491822,0.42052668,-0.27459738,-1
Dataset_final/Dataset/Training\Autre31150-2-0-6.wav,14030,2090.117863836513,3382.8911048139453,-90.62695,127.00854,-118.53354,38.25031,-33.874283,17.284828,-20.139248,2.5743828,-14.414862,-5.9047303,-2.2853594,1.7477692,3.418707,-8.826436,0.24302109,-0.85907334,3.6134562,-6.0373325,-1.0196352,-5.6634374,-1
Dataset_final/Dataset/Training\Autre31323-3-0-1.wav,1671,719.640723972026,1190.3007022218208,-154.22511,177.49274,11.621973,24.128677,-0.9976011,16.346085,8.245994,10.807958,6.231884,3.6560671,5.384181,7.933286,-5.7186146,5.0541024,-1.9967059,4.4991803,4.191805,9.038838,1.665919,3.096046,-1
Dataset_final/Dataset/Training\Autre31323-3-0-2.wav,1603,714.8532905372554,1196.5241713330925,-189.04239,174.52557,10.872506,19.806377,2.5287058,16.61222,11.496521,9.157528,5.502605,3.2225115,4.911092,6.4845557,-4.568557,2.9810247,-0.10569896,3.437039,1.4944576,7.3549013,1.8936691,1.5806195,-1
Dataset_final/Dataset/Training\Autre31323-3-0-20.wav,4280,1142.7455719252307,1758.3789626986995,-352.64203,153.8139,9.968429,-7.9268494,-5.3581834,17.753063,1.8373879,5.065449,2.3218112,-7.4158273,-6.8927712,3.1679363,-11.781417,-5.2012577,1.8716908,19.634188,10.3884945,4.474514,-2.0428483,5.7292833,-1
Dataset_final/Dataset/Training\Autre31323-3-0-22.wav,4276,1180.698409122921,1866.6673252348266,-379.97296,149.4901,11.117781,-8.412183,-3.3188815,16.22747,4.762809,8.804726,4.634623,-5.103184,-6.844301,5.8933773,-11.067201,-1.1034392,4.095602,18.59611,8.075918,2.245173,-3.3591042,6.3317647,-1
Dataset_final/Dataset/Training\Autre31325-3-1-0.wav,3263,1053.6980577963718,1899.6517115245665,-223.25127,150.20125,7.34607,6.0807147,3.7498288,10.06341,-4.57426,1.7007085,-5.1583633,6.5877776,3.110058,6.868001,-1.3026391,12.625603,4.8126063,7.285193,5.7265444,-0.14411247,3.8954003,6.463496,-1
Dataset_final/Dataset/Training\Autre31325-3-1-1.wav,3075,1059.7210893205342,1985.037707731214,-224.71555,148.47112,1.1345648,5.514051,3.6088035,9.74663,-1.014948,4.988048,-2.4304771,5.114693,2.0465546,7.5182147,2.3742516,13.330888,2.2419906,4.378074,4.938659,1.3961395,0.42632282,2.0727687,-1
Dataset_final/Dataset/Training\Autre31325-3-3-6.wav,6047,1297.6213211696215,2096.188866058526,-148.86497,153.82652,-25.180286,-12.843162,-10.509958,4.245067,-16.567453,-5.8563075,-6.1557674,12.942016,3.417185,3.828583,2.8633199,12.668457,0.98239505,1.5379945,-8.125624,-2.8694208,-6.7385044,-0.96641654,-1
Dataset_final/Dataset/Training\Autre31325-3-4-0.wav,6764,1328.7358702584945,2074.655662933526,-169.2427,159.22331,-38.480797,-18.66872,-8.539227,5.3768826,-17.010073,0.20341271,-3.6478946,11.403286,4.946728,6.248563,0.98734736,6.4926715,-2.5685215,-1.7234534,-9.040743,-4.7826166,-5.0813484,4.6661325,-1
Dataset_final/Dataset/Training\Autre32318-3-0-0.wav,7004,1928.1141937166249,4082.1600941564307,-318.9248,72.49969,-6.2098207,-2.0752013,10.667864,2.3714542,-7.907331,-4.7976446,-8.842896,-3.661499,4.7348595,13.367255,17.740564,15.107377,3.5271938,-2.682329,-6.5093613,5.567503,-0.6531716,-6.483606,-1
Dataset_final/Dataset/Training\Autre32318-3-0-1.wav,6943,1853.5131142731316,3608.86526824422,-304.34705,75.406586,-15.719467,-7.7791877,9.9364,0.47922066,-11.739413,-5.6914916,-7.914541,-2.4393444,6.7256885,16.505053,18.229656,14.628174,4.9117856,-0.8551191,-6.626503,3.7807791,-1.8020076,-7.683045,-1
Dataset_final/Dataset/Training\Autre33696-3-4-0.wav,22987,3116.354338982339,4634.4929777817915,-384.7304,47.348606,-52.75324,56.97363,-13.747252,5.750643,3.711412,6.8416038,3.5947626,5.7364283,-3.3683639,10.639428,1.5449109,12.485919,2.4197912,9.498914,-3.4342234,7.262025,-3.890424,7.310664,-1
Dataset_final/Dataset/Training\Autre33696-3-4-1.wav,22176,3067.584401439278,4455.817179597182,-380.24728,43.528294,-53.446316,57.165947,-3.8218641,4.1841707,0.9850705,16.127703,5.364725,0.92147243,-0.90630645,8.732364,-3.3678455,12.501192,5.9369073,10.325513,-2.6980429,8.216365,-0.5538454,8.05042,-1
Dataset_final/Dataset/Training\Autre33696-3-6-1.wav,20977,3120.1775817451703,5301.026519598989,-389.32407,44.754906,-51.19411,49.295525,6.607379,14.584499,-9.741978,17.746796,-2.255189,10.833723,-3.878132,11.069295,-3.0734093,9.686578,-2.2891285,12.678773,0.9009304,4.6072483,-6.2974987,7.3592467,-1
Dataset_final/Dataset/Training\Autre34056-2-0-2.wav,7596,1808.1247253248114,3862.098226381864,-325.22537,120.2657,-19.170574,45.58642,-12.235246,3.2686954,-20.84093,-14.103039,-11.750638,-2.7699478,-10.471035,5.402408,-4.2940593,7.908105,-4.9922814,6.2272525,-4.781207,1.4089851,-2.1119988,6.003442,-1
Dataset_final/Dataset/Training\Autre34056-2-0-22.wav,7669,1831.056614894677,3891.9708781159684,-315.46933,117.75543,-11.535053,36.667,-12.291651,2.8666308,-18.446693,-10.985084,-11.199068,6.318056,-7.3325357,3.905277,-7.4053497,4.7086077,-2.4466298,10.010337,0.4557528,5.9392753,-1.3827025,3.898642,-1
Dataset_final/Dataset/Training\Autre34056-2-0-40.wav,8818,1986.127222345731,4141.843162933526,-309.3032,112.029106,-16.541693,37.336494,-4.7935085,7.2333055,-18.494019,-7.559594,-13.8220625,9.008836,-7.9896917,8.811656,-5.425503,5.1851454,-7.9816723,4.637014,-4.149263,2.4489512,-1.816088,7.3577547,-1
Dataset_final/Dataset/Training\Autre34056-2-0-42.wav,9652,1965.4561226029437,3991.6708532785406,-304.59778,112.33236,-19.234169,46.215,-7.1945167,7.602989,-22.906204,-13.308117,-10.702456,3.0742424,-5.7869344,7.8904357,-3.6385055,5.3947325,-5.357854,6.245342,-5.9413567,1.9141257,-2.1475625,4.678764,-1
Dataset_final/Dataset/Training\Autre34056-2-0-48.wav,8009,1771.9098085751334,3813.3062285494943,-324.06775,122.57973,-20.165426,50.345818,-11.83622,9.598643,-17.23392,-13.2590065,-7.7696514,0.9492209,-7.9031773,9.8372555,-0.9192593,7.8359804,-4.538618,10.335772,1.0866549,7.2770853,-0.93333197,8.100725,-1
Dataset_final/Dataset/Training\Autre34056-2-0-61.wav,7620,1896.6949437138967,4180.241967350073,-297.24597,115.19791,-7.6787577,43.626564,-7.029771,7.8098893,-24.196531,-10.328319,-7.132708,7.835317,-7.9201937,7.098624,-4.268578,4.5007544,-7.5192666,7.788165,-3.1078265,4.9909606,-2.4638898,5.948451,-1
Dataset_final/Dataset/Training\Autre34056-2-0-80.wav,7652,1795.859769149927,3878.1547766889453,-308.51306,119.37248,-11.270997,47.120785,-7.258919,6.3960533,-16.596323,-11.205837,-9.016054,2.3351524,-7.3333845,6.7217546,-4.1648273,5.271059,-2.3934913,6.550231,-4.6659956,-0.9763395,-4.3208275,5.038091,-1
Dataset_final/Dataset/Training\Autre34643-4-1-0.wav,6372,1391.3698725669717,2457.4612479678467,29.195124,158.17636,-36.81885,9.380533,-20.268959,1.2833405,-6.4039764,16.508993,2.6787174,8.6160965,-9.919862,-1.9432249,-18.348131,-5.490392,-9.990468,2.5995924,-4.367232,6.644027,-6.0038986,2.3742359,-1
Dataset_final/Dataset/Training\Autre34643-4-1-1.wav,5841,1324.3869785229606,2294.095183796965,46.198414,163.24648,-37.880238,6.058464,-21.488882,-0.38683036,-4.576781,18.110867,2.6987972,7.5397167,-9.905765,-0.18740271,-16.556301,-4.721697,-11.866572,1.2636048,-6.2061167,5.4299965,-6.3214746,3.0542219,-1
Dataset_final/Dataset/Training\Autre34643-4-2-0.wav,5728,1270.579775747203,2217.048636199422,28.20383,167.40758,-31.451391,9.471615,-18.848692,2.5490062,-3.7347538,18.714241,1.2169777,4.506053,-12.652196,-1.6375632,-16.479845,-2.6183102,-9.163331,2.6156173,-5.296812,6.0175633,-7.0104938,2.9209464,-1
Dataset_final/Dataset/Training\Autre34643-4-2-1.wav,5452,1234.0504101259714,2153.818190028902,32.113564,168.77696,-30.08979,9.14555,-18.810743,2.621534,-3.2238138,19.541903,-0.07833527,1.5655904,-14.982369,-3.1433628,-16.894045,-2.2749412,-9.7443075,1.4951408,-7.3430486,4.4192905,-7.1448884,3.244501,-1
